_id,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
6a1dc27d98be8b62b696f11a,26.0,male,Bachelor,55430.0,2,RENT,18132.0,DEBTCONSOLIDATION,13.26,0.33,6.0,655,No,1
6a1dc27d98be8b62b696b89d,48.0,male,Associate,44289.0,26,OWN,8000.0,VENTURE,6.99,0.18,15.0,594,Yes,0
6a1dc27d98be8b62b696e117,25.0,male,Bachelor,72879.0,4,OWN,14000.0,VENTURE,11.02,0.19,2.0,694,No,0
6a1dc27d98be8b62b696d31c,23.0,female,Master,72972.0,0,RENT,15000.0,DEBTCONSOLIDATION,10.65,0.21,3.0,665,Yes,0
6a1dc27d98be8b62b696f31d,23.0,male,Associate,23346.0,2,OWN,4027.0,VENTURE,15.01,0.17,4.0,646,No,1
6a1dc27d98be8b62b696eb19,28.0,male,Bachelor,168813.0,5,MORTGAGE,10000.0,PERSONAL,13.95,0.06,8.0,653,No,1
6a1dc27d98be8b62b69659c9,21.0,male,Bachelor,67645.0,1,RENT,5000.0,VENTURE,5.42,0.07,3.0,632,No,0
6a1dc27d98be8b62b6968106,26.0,male,Bachelor,169157.0,8,MORTGAGE,14400.0,DEBTCONSOLIDATION,11.01,0.09,2.0,703,No,0
6a1dc27d98be8b62b6968ad6,31.0,female,Bachelor,245950.0,6,RENT,12000.0,VENTURE,9.63,0.05,9.0,705,No,0
6a1dc27d98be8b62b6967f98,22.0,male,High School,147405.0,2,MORTGAGE,6000.0,MEDICAL,6.92,0.04,2.0,656,Yes,0
6a1dc27d98be8b62b696a56d,33.0,female,Master,102904.0,15,RENT,10000.0,EDUCATION,8.0,0.1,10.0,617,Yes,0
6a1dc27d98be8b62b6969238,27.0,male,Associate,73148.0,1,RENT,11000.0,HOMEIMPROVEMENT,10.71,0.15,7.0,655,No,0
6a1dc27d98be8b62b6969737,32.0,male,Bachelor,91117.0,8,RENT,5000.0,MEDICAL,9.99,0.05,8.0,712,Yes,0
6a1dc27d98be8b62b696b2ef,35.0,female,Associate,915203.0,10,OWN,10000.0,MEDICAL,8.94,0.01,8.0,676,No,0
6a1dc27d98be8b62b696aa97,28.0,male,Associate,67079.0,7,RENT,13800.0,MEDICAL,11.83,0.21,6.0,611,Yes,0
6a1dc27d98be8b62b696cf91,24.0,male,High School,83932.0,1,MORTGAGE,7821.0,PERSONAL,12.12,0.09,6.0,524,Yes,0
6a1dc27d98be8b62b696bd40,37.0,male,Associate,85260.0,17,MORTGAGE,5000.0,PERSONAL,11.01,0.06,16.0,651,Yes,0
6a1dc27d98be8b62b6964b15,23.0,female,Master,35775.0,0,RENT,1675.0,PERSONAL,15.21,0.05,2.0,621,No,1
6a1dc27d98be8b62b6968659,25.0,male,High School,62198.0,0,MORTGAGE,16750.0,EDUCATION,16.4,0.27,3.0,650,Yes,0
6a1dc27d98be8b62b6965603,23.0,female,High School,49900.0,1,OWN,21000.0,MEDICAL,6.17,0.42,3.0,635,Yes,0
6a1dc27d98be8b62b6965d10,25.0,male,High School,58674.0,1,MORTGAGE,6000.0,EDUCATION,7.66,0.1,3.0,651,No,0
6a1dc27d98be8b62b6969f93,27.0,male,Bachelor,76300.0,5,RENT,8000.0,HOMEIMPROVEMENT,7.51,0.1,6.0,651,Yes,0
6a1dc27d98be8b62b696e5d0,29.0,female,High School,121138.0,5,MORTGAGE,8000.0,EDUCATION,13.6,0.07,7.0,689,Yes,0
6a1dc27d98be8b62b696f035,35.0,male,Bachelor,215711.0,16,MORTGAGE,15273.0,PERSONAL,13.94,0.07,10.0,662,No,1
6a1dc27d98be8b62b696a77f,34.0,male,Master,100937.0,10,MORTGAGE,5000.0,PERSONAL,14.79,0.05,8.0,724,No,0
6a1dc27d98be8b62b696e6a9,42.0,male,Associate,241032.0,21,MORTGAGE,20000.0,PERSONAL,9.23,0.08,13.0,613,Yes,0
6a1dc27d98be8b62b696992f,28.0,male,Associate,52659.0,7,RENT,6000.0,VENTURE,9.99,0.11,9.0,670,Yes,0
6a1dc27d98be8b62b696657d,23.0,male,High School,109370.0,1,RENT,7500.0,EDUCATION,11.03,0.07,4.0,614,Yes,0
